1	-306.65820020197737 -306.65820089344413 -306.6582015852009 -306.6582022772478 -306.65820020197737 -306.65820089344413 -306.6582015852009 -306.6582022772478 -306.6581967489895 -306.65820020197737 -306.6581967489895 -306.65820020197737 -306.6137078279275 -307.2430442036473 -306.6137078279275 -307.2430442036473
2	-310.2368773955592 -310.23690467534607 -310.236931966544 -310.2369592691577 -310.2368773955592 -310.23690467534607 -310.236931966544 -310.2369592691577 -310.23674116762334 -310.2368773955592 -310.23674116762334 -310.2368773955592 -310.1923256987086 -310.8453897912655 -310.1923256987086 -310.8453897912655
3	-307.1336394453721 -307.13365054954403 -307.1336616583684 -307.133672771847 -307.1336394453721 -307.13365054954403 -307.1336616583684 -307.133672771847 -307.1335839942298 -307.1336394453721 -307.1335839942298 -307.1336394453721 -307.09402766809814 -307.68863619179456 -307.09402766809814 -307.68863619179456
4	-297.8077328497756 -297.807732860327 -297.8077328708828 -297.80773288144303 -297.8077328497756 -297.807732860327 -297.8077328708828 -297.80773288144303 -297.807732797085 -297.8077328497756 -297.807732797085 -297.8077328497756 -297.7492749761726 -298.495474939739 -297.7492749761726 -298.495474939739
5	-303.6141051001097 -303.61410581342125 -303.61410652703194 -303.6141072409419 -303.6141051001097 -303.61410581342125 -303.61410652703194 -303.6141072409419 -303.61410153803536 -303.6141051001097 -303.61410153803536 -303.6141051001097 -303.5683744279653 -304.2090061158911 -303.5683744279653 -304.2090061158911
6	-305.00763640971417 -305.00767073338454 -305.00770507140226 -305.0077394237732 -305.00763640971417 -305.00767073338454 -305.00770507140226 -305.0077394237732 -305.0074650063625 -305.00763640971417 -305.0074650063625 -305.00763640971417 -304.9549929776973 -305.6845677795639 -304.9549929776973 -305.6845677795639
7	-304.6880504423207 -304.6880984617403 -304.6881465012044 -304.68819456072146 -304.6880504423207 -304.6880984617403 -304.6881465012044 -304.68819456072146 -304.687810645599 -304.6880504423207 -304.687810645599 -304.6880504423207 -304.630321505073 -305.4100261943255 -304.630321505073 -305.4100261943255
8	-306.0460426166044 -306.0460486737291 -306.04605473339296 -306.0460607955969 -306.0460426166044 -306.0460486737291 -306.04605473339296 -306.0460607955969 -306.0460123690293 -306.0460426166044 -306.0460123690293 -306.0460426166044 -306.0082367455911 -306.58044116063644 -306.0082367455911 -306.58044116063644
9	-305.2859222502322 -305.2859222502322 -305.2859222502322 -305.2859222502322 -305.2859222502322 -305.2859222502322 -305.2859222502322 -305.2859222502322 -305.2859222502322 -305.2859222502322 -305.2859222502322 -305.2859222502322 -305.23480795208013 -305.92100483530805 -305.23480795208013 -305.92100483530805
10	-304.2509208632334 -304.250928704282 -304.2509365486169 -304.25094439623945 -304.2509208632334 -304.250928704282 -304.2509365486169 -304.25094439623945 -304.2508817072361 -304.2509208632334 -304.2508817072361 -304.2509208632334 -304.17948844976013 -305.0324066118519 -304.17948844976013 -305.0324066118519
11	-309.4568462427328 -309.4568462427328 -309.4568462427328 -309.4568462427328 -309.4568462427328 -309.4568462427328 -309.4568462427328 -309.4568462427328 -309.4568462427328 -309.4568462427328 -309.4568462427328 -309.4568462427328 -309.40268166431713 -310.1143550816176 -309.40268166431713 -310.1143550816176
12	-304.04558773943353 -304.0455877394509 -304.0455877394683 -304.0455877394857 -304.04558773943353 -304.0455877394509 -304.0455877394683 -304.0455877394857 -304.0455877393468 -304.04558773943353 -304.0455877393468 -304.04558773943353 -303.9916558358431 -304.7014154570382 -303.9916558358431 -304.7014154570382
13	-303.4553811874789 -303.45538121880844 -303.45538125015116 -303.455381281507 -303.4553811874789 -303.45538121880844 -303.45538125015116 -303.455381281507 -303.45538103102797 -303.4553811874789 -303.45538103102797 -303.4553811874789 -303.4031252034833 -304.09906904702706 -303.4031252034833 -304.09906904702706
