1	-303.3055637020671 -303.3055753483566 -303.30558699952536 -303.30559865557535 -303.3055637020671 -303.3055753483566 -303.30558699952536 -303.30559865557535 -303.3055055437367 -303.3055637020671 -303.3055055437367 -303.3055637020671 -303.2624349172043 -303.89120596438795 -303.2624349172043 -303.89120596438795
2	-297.3596392480574 -297.3596478528302 -297.35965646120917 -297.3596650731957 -297.3596392480574 -297.3596478528302 -297.35965646120917 -297.3596650731957 -297.35959627823166 -297.3596392480574 -297.35959627823166 -297.3596392480574 -297.3080555350208 -298.0095318632497 -297.3080555350208 -298.0095318632497
3	-304.9126980191734 -304.9126980358233 -304.9126980524802 -304.9126980691441 -304.9126980191734 -304.9126980358233 -304.9126980524802 -304.9126980691441 -304.91269793602845 -304.9126980191734 -304.91269793602845 -304.9126980191734 -304.87215556639035 -305.4630459588737 -304.87215556639035 -305.4630459588737
4	-299.1911693411732 -299.19117066051365 -299.1911719804074 -299.19117330085464 -299.1911693411732 -299.19117066051365 -299.1911719804074 -299.19117330085464 -299.1911627527625 -299.1911693411732 -299.1911627527625 -299.1911693411732 -299.158755916172 -299.6698368377838 -299.158755916172 -299.6698368377838
5	-301.3311508115305 -301.3311508116641 -301.33115081179767 -301.33115081193137 -301.3311508115305 -301.3311508116641 -301.33115081179767 -301.33115081193137 -301.33115081086356 -301.3311508115305 -301.33115081086356 -301.3311508115305 -301.2687422826391 -302.04529774310595 -301.2687422826391 -302.04529774310595
6	-309.82642825213765 -309.82642825266896 -309.82642825320056 -309.82642825373233 -309.82642825213765 -309.82642825266896 -309.82642825320056 -309.82642825373233 -309.82642824948437 -309.82642825213765 -309.82642824948437 -309.82642825213765 -309.78801250774916 -310.35816885922003 -309.78801250774916 -310.35816885922003
7	-298.3910151970236 -298.39101576412634 -298.3910163314669 -298.3910168990455 -298.3910151970236 -298.39101576412634 -298.3910163314669 -298.3910168990455 -298.3910123650742 -298.3910151970236 -298.3910123650742 -298.3910151970236 -298.3361340473711 -299.054984144439 -298.3361340473711 -299.054984144439
8	-309.0427253506248 -309.0427357693107 -309.0427461923621 -309.04275661978073 -309.0427253506248 -309.0427357693107 -309.0427461923621 -309.04275661978073 -309.0426733226132 -309.0427253506248 -309.0426733226132 -309.0427253506248 -309.0055860000129 -309.5750412717332 -309.0055860000129 -309.5750412717332
9	-302.1738817028102 -302.17388189027014 -302.1738820778087 -302.1738822654259 -302.1738817028102 -302.17388189027014 -302.1738820778087 -302.1738822654259 -302.1738807666888 -302.1738817028102 -302.1738807666888 -302.1738817028102 -302.1471961323976 -302.5927013235844 -302.1471961323976 -302.5927013235844
10	-307.21010728224815 -307.210107285365 -307.21010728848313 -307.2101072916026 -307.21010728224815 -307.210107285365 -307.21010728848313 -307.2101072916026 -307.21010726668356 -307.21010728224815 -307.21010726668356 -307.21010728224815 -307.15323059641844 -307.88688278487325 -307.15323059641844 -307.88688278487325
11	-303.3548917221883 -303.3548917221883 -303.3548917221883 -303.3548917221883 -303.3548917221883 -303.3548917221883 -303.3548917221883 -303.3548917221883 -303.3548917221883 -303.3548917221883 -303.3548917221883 -303.3548917221883 -303.2901593267026 -304.0840322565733 -303.2901593267026 -304.0840322565733
12	-309.447594900379 -309.44759561558976 -309.44759633110056 -309.4475970469114 -309.447594900379 -309.44759561558976 -309.44759633110056 -309.4475970469114 -309.44759132882 -309.447594900379 -309.44759132882 -309.447594900379 -309.3973260220473 -310.077881623326 -309.3973260220473 -310.077881623326
13	-309.28278846755427 -309.28278846755427 -309.28278846755427 -309.28278846755427 -309.28278846755427 -309.28278846755427 -309.28278846755427 -309.28278846755427 -309.28278846755427 -309.28278846755427 -309.28278846755427 -309.28278846755427 -309.2440285568854 -309.8175645298623 -309.2440285568854 -309.8175645298623
14	-309.0938654384867 -309.09386771471696 -309.0938699919017 -309.09387227004146 -309.0938654384867 -309.09386771471696 -309.0938699919017 -309.09387227004146 -309.0938540716393 -309.0938654384867 -309.0938540716393 -309.0938654384867 -309.0517443571539 -309.6614594966794 -309.0517443571539 -309.6614594966794
15	-305.7263245128746 -305.7263245128746 -305.7263245128746 -305.7263245128746 -305.7263245128746 -305.7263245128746 -305.7263245128746 -305.7263245128746 -305.7263245128746 -305.7263245128746 -305.7263245128746 -305.7263245128746 -305.6651054241353 -306.4326367815922 -305.6651054241353 -306.4326367815922
