1	-310.47123886426346 -310.4712392652266 -310.47123966635786 -310.47124006765733 -310.47123886426346 -310.4712392652266 -310.47123966635786 -310.47124006765733 -310.4712368619682 -310.47123886426346 -310.4712368619682 -310.47123886426346 -310.4198553387917 -311.1093113924033 -310.4198553387917 -311.1093113924033
2	-304.7298259278678 -304.7298259278678 -304.7298259278678 -304.7298259278678 -304.7298259278678 -304.7298259278678 -304.7298259278678 -304.7298259278678 -304.7298259278678 -304.7298259278678 -304.7298259278678 -304.7298259278678 -304.6842292746264 -305.3221032053573 -304.6842292746264 -305.3221032053573
3	-300.4676332877355 -300.46763328789336 -300.4676332880512 -300.4676332882092 -300.4676332877355 -300.46763328789336 -300.4676332880512 -300.4676332882092 -300.46763328694743 -300.4676332877355 -300.46763328694743 -300.4676332877355 -300.38852423269304 -301.2811451342383 -300.38852423269304 -301.2811451342383
4	-303.91112452613737 -303.9111650941954 -303.91120567920024 -303.9112462811589 -303.91112452613737 -303.9111650941954 -303.91120567920024 -303.9112462811589 -303.9109219398029 -303.91112452613737 -303.9109219398029 -303.91112452613737 -303.87968926326954 -304.40500197521385 -303.87968926326954 -304.40500197521385
5	-303.6816988786891 -303.6817312039336 -303.6817635426928 -303.6817958949723 -303.6816988786891 -303.6817312039336 -303.6817635426928 -303.6817958949723 -303.68153745498927 -303.6816988786891 -303.68153745498927 -303.6816988786891 -303.64178274189743 -304.25301745627775 -303.64178274189743 -304.25301745627775
6	-305.00539273181573 -305.0053963595815 -305.0053999888683 -305.0054036196768 -305.00539273181573 -305.0053963595815 -305.0053999888683 -305.0054036196768 -305.00537461578074 -305.00539273181573 -305.00537461578074 -305.00539273181573 -304.9664140203363 -305.54760472176565 -304.9664140203363 -305.54760472176565
7	-296.94085479132104 -296.9408599910977 -296.9408651930542 -296.9408703971915 -296.94085479132104 -296.9408599910977 -296.9408651930542 -296.9408703971915 -296.94082882510384 -296.94085479132104 -296.94082882510384 -296.94085479132104 -296.89312681579196 -297.5576017334634 -296.89312681579196 -297.5576017334634
8	-307.7496708373076 -307.7496708373081 -307.7496708373086 -307.74967083730917 -307.7496708373076 -307.7496708373081 -307.7496708373086 -307.74967083730917 -307.74967083730496 -307.7496708373076 -307.74967083730496 -307.7496708373076 -307.6945307254355 -308.414177173954 -307.6945307254355 -308.414177173954
9	-302.5816770976823 -302.5816770977628 -302.5816770978433 -302.58167709792383 -302.5816770976823 -302.5816770977628 -302.5816770978433 -302.58167709792383 -302.58167709728036 -302.5816770976823 -302.58167709728036 -302.5816770976823 -302.53855878466965 -303.1537159906101 -302.53855878466965 -303.1537159906101
10	-303.8246932428686 -303.8246932428686 -303.8246932428686 -303.8246932428686 -303.8246932428686 -303.8246932428686 -303.8246932428686 -303.8246932428686 -303.8246932428686 -303.8246932428686 -303.8246932428686 -303.8246932428686 -303.76630056848626 -304.51194418066194 -303.76630056848626 -304.51194418066194
11	-305.51068772403573 -305.51068776632394 -305.5106878086298 -305.5106878509535 -305.51068772403573 -305.51068776632394 -305.5106878086298 -305.5106878509535 -305.51068751286056 -305.51068772403573 -305.51068751286056 -305.51068772403573 -305.4527549037815 -306.1949234672479 -305.4527549037815 -306.1949234672479
12	-307.2529637347085 -307.2529637347085 -307.2529637347085 -307.2529637347085 -307.2529637347085 -307.2529637347085 -307.2529637347085 -307.2529637347085 -307.2529637347085 -307.2529637347085 -307.2529637347085 -307.2529637347085 -307.2085494701262 -307.8356673470394 -307.2085494701262 -307.8356673470394
13	-305.78860350596085 -305.7886036263317 -305.788603746753 -305.7886038672248 -305.78860350596085 -305.7886036263317 -305.788603746753 -305.7886038672248 -305.78860290486324 -305.78860350596085 -305.78860290486324 -305.78860350596085 -305.7387022374003 -306.4148841756404 -305.7387022374003 -306.4148841756404
