1	-301.17532203212704 -301.1844212647998 -301.193520841127 -301.2026207609902 -301.17532203212704 -301.1844212647998 -301.193520841127 -301.2026207609902 -301.12983102771364 -301.17532203212704 -301.12983102771364 -301.17532203212704 -300.44795324912707 -301.08869296442714 -300.44795324912707 -301.08869296442714
2	-301.12087769330606 -301.1218365278233 -301.12279572593786 -301.123755287773 -301.12087769330606 -301.1218365278233 -301.12279572593786 -301.123755287773 -301.1160889703682 -301.12087769330606 -301.1160889703682 -301.12087769330606 -300.6777502894189 -302.1933049560903 -300.6777502894189 -302.1933049560903
3	-298.7494313756069 -298.7501296907069 -298.7508282782467 -298.7515271383245 -298.7494313756069 -298.7501296907069 -298.7508282782467 -298.7515271383245 -298.74594388326346 -298.7494313756069 -298.74594388326346 -298.7494313756069 -298.2943615871755 -299.57989458225813 -298.2943615871755 -299.57989458225813
4	-309.6658896380636 -309.6658896384221 -309.6658896387807 -309.66588963913944 -309.6658896380636 -309.6658896384221 -309.6658896387807 -309.66588963913944 -309.6658896362736 -309.6658896380636 -309.6658896362736 -309.6658896380636 -309.21823890034983 -309.92311172783735 -309.21823890034983 -309.92311172783735
5	-302.8205042104989 -302.8210058776018 -302.8215077445638 -302.82200981146036 -302.8205042104989 -302.8210058776018 -302.8215077445638 -302.82200981146036 -302.81799887023317 -302.8205042104989 -302.81799887023317 -302.8205042104989 -302.38170290140573 -303.6444214313939 -302.38170290140573 -303.6444214313939
6	-303.4653351322305 -303.4746539288123 -303.48397299155056 -303.49329232034887 -303.4653351322305 -303.4746539288123 -303.48397299155056 -303.49329232034887 -303.41874514504394 -303.4653351322305 -303.41874514504394 -303.4653351322305 -302.73245200108073 -303.2655224198394 -302.73245200108073 -303.2655224198394
7	-302.3434020420131 -302.3436272201382 -302.34385249058437 -302.3440778533886 -302.3434020420131 -302.3436272201382 -302.34385249058437 -302.3440778533886 -302.3422775349111 -302.3434020420131 -302.3422775349111 -302.3434020420131 -301.9155115649412 -303.03103343302746 -301.9155115649412 -303.03103343302746
8	-297.4905653413588 -297.4997452966252 -297.5089255675236 -297.5181061539432 -297.4905653413588 -297.4997452966252 -297.5089255675236 -297.5181061539432 -297.4446703033808 -297.4905653413588 -297.4446703033808 -297.4905653413588 -296.7611693643366 -297.3640344817104 -296.7611693643366 -297.3640344817104
9	-304.6082076238945 -304.61772408722913 -304.6272407434947 -304.6367575926181 -304.6082076238945 -304.61772408722913 -304.6272407434947 -304.6367575926181 -304.56062820374325 -304.6082076238945 -304.56062820374325 -304.6082076238945 -303.8704073886711 -304.29385550934865 -303.8704073886711 -304.29385550934865
10	-300.2905129899817 -300.2905620600786 -300.2906111506564 -300.29066026172364 -300.2905129899817 -300.2905620600786 -300.2906111506564 -300.29066026172364 -300.29026794641396 -300.2905129899817 -300.29026794641396 -300.2905129899817 -299.8588838589647 -300.76577531915837 -299.8588838589647 -300.76577531915837
