1	-296.5021779982849 -296.50897729846395 -296.5157775111903 -296.52257863632616 -296.5021779982849 -296.50897729846395 -296.5157775111903 -296.52257863632616 -296.4681951904173 -296.5021779982849 -296.4681951904173 -296.5021779982849 -295.8324924736458 -297.0910462925299 -295.8324924736458 -297.0910462925299
2	-296.4243000017403 -296.43430000173953 -296.44430000173884 -296.45430000173803 -296.4243000017403 -296.43430000173953 -296.44430000173884 -296.45430000173803 -296.3743000017439 -296.4243000017403 -296.3743000017439 -296.4243000017403 -295.67430000175864 -295.67430001146397 -295.67430000175864 -295.67430001146397
3	-298.1017001575863 -298.1117001575202 -298.12170015745414 -298.1317001573882 -298.1017001575863 -298.1117001575202 -298.12170015745414 -298.1317001573882 -298.051700157917 -298.1017001575863 -298.051700157917 -298.1017001575863 -297.35170015924706 -297.3517007340178 -297.35170015924706 -297.3517007340178
4	-300.1864260151349 -300.19635831356953 -300.2062906401969 -300.2162229950055 -300.1864260151349 -300.19635831356953 -300.2062906401969 -300.2162229950055 -300.13676494626134 -300.1864260151349 -300.13676494626134 -300.1864260151349 -299.4381279268867 -299.53412384429953 -299.4381279268867 -299.53412384429953
5	-300.3803414254635 -300.38901683599687 -300.3976927283487 -300.4063691023704 -300.3803414254635 -300.38901683599687 -300.3976927283487 -300.4063691023704 -300.33697160527254 -300.3803414254635 -300.33697160527254 -300.3803414254635 -299.66361318807526 -300.4772805048071 -299.66361318807526 -300.4772805048071
6	-299.8416409261365 -299.8416448359032 -299.8416487473092 -299.8416526603551 -299.8416409261365 -299.8416448359032 -299.8416487473092 -299.8416526603551 -299.84162140186805 -299.8416409261365 -299.84162140186805 -299.8416409261365 -299.36479160862365 -299.7834575430882 -299.36479160862365 -299.7834575430882
7	-297.1469787574026 -297.14777297149726 -297.14856749224975 -297.1493623197682 -297.1469787574026 -297.14777297149726 -297.14856749224975 -297.1493623197682 -297.1430122830126 -297.1469787574026 -297.1430122830126 -297.1469787574026 -296.62722324597615 -297.2100098294806 -296.62722324597615 -297.2100098294806
8	-303.1226879713193 -303.1226889728701 -303.12268997484097 -303.1226909772321 -303.1226879713193 -303.1226889728701 -303.12268997484097 -303.1226909772321 -303.1226829698597 -303.1226879713193 -303.1226829698597 -303.1226879713193 -302.62266306906446 -302.6255025610566 -302.62266306906446 -302.6255025610566
9	-300.8428357210643 -300.84319631669547 -300.8435570581188 -300.84391794539096 -300.8428357210643 -300.84319631669547 -300.8435570581188 -300.84391794539096 -300.8410349278065 -300.8428357210643 -300.8410349278065 -300.8428357210643 -300.3374596707782 -300.77317436082336 -300.3374596707782 -300.77317436082336
10	-302.46639759708916 -302.46658319759376 -302.46676887450127 -302.4669546278424 -302.46639759708916 -302.46658319759376 -302.46676887450127 -302.4669546278424 -302.46547073952974 -302.46639759708916 -302.46547073952974 -302.46639759708916 -301.9733088610402 -302.4230437318763 -301.9733088610402 -302.4230437318763
11	-296.6291732204464 -296.62962090517016 -296.6300687692611 -296.63051681278756 -296.6291732204464 -296.62962090517016 -296.6300687692611 -296.63051681278756 -296.6269374849386 -296.6291732204464 -296.6269374849386 -296.6291732204464 -296.1180391968005 -296.5113807884147 -296.1180391968005 -296.5113807884147
12	-301.52539649460823 -301.5344793089601 -301.5435624725989 -301.55264598540504 -301.52539649460823 -301.5344793089601 -301.5435624725989 -301.55264598540504 -301.47998766634055 -301.52539649460823 -301.47998766634055 -301.52539649460823 -300.7984400045207 -301.4466623620069 -300.7984400045207 -301.4466623620069
13	-307.5899458564127 -307.59896573149007 -307.6079859772376 -307.6170065935304 -307.5899458564127 -307.59896573149007 -307.6079859772376 -307.6170065935304 -307.54485204545597 -307.5899458564127 -307.54485204545597 -307.5899458564127 -306.86456981345265 -307.54082525229103 -306.86456981345265 -307.54082525229103
14	-304.1183412095519 -304.1278070424054 -304.13727308725777 -304.1467393440297 -304.1183412095519 -304.1278070424054 -304.13727308725777 -304.1467393440297 -304.071015228049 -304.1183412095519 -304.071015228049 -304.1183412095519 -303.38176452062487 -303.8332953877724 -303.38176452062487 -303.8332953877724
15	-301.0409189651835 -301.05056711734915 -301.06021541184384 -301.069863848612 -301.0409189651835 -301.05056711734915 -301.06021541184384 -301.069863848612 -300.99268034123315 -301.0409189651835 -300.99268034123315 -301.0409189651835 -300.2997615806422 -300.63577926245335 -300.2997615806422 -300.63577926245335
16	-304.0378396543311 -304.0471044538269 -304.0563695389128 -304.0656349094867 -304.0378396543311 -304.0471044538269 -304.0563695389128 -304.0656349094867 -303.99151994428036 -304.0378396543311 -303.99151994428036 -304.0378396543311 -303.306314557614 -303.8674150697348 -303.306314557614 -303.8674150697348
17	-300.384246381201 -300.39338054104536 -300.40251503248624 -300.41164985540877 -300.384246381201 -300.39338054104536 -300.40251503248624 -300.41164985540877 -300.33858055995387 -300.384246381201 -300.33858055995387 -300.384246381201 -299.65600049087874 -300.28057832807565 -299.65600049087874 -300.28057832807565
