1	-297.48884271272783 -297.4888427527714 -297.48884279283186 -297.48884283290903 -297.48884271272783 -297.4888427527714 -297.48884279283186 -297.48884283290903 -297.4888425127615 -297.48884271272783 -297.4888425127615 -297.48884271272783 -297.4512200620536 -298.0136573992763 -297.4512200620536 -298.0136573992763
2	-298.7837550476742 -298.78375581018304 -298.7837565730117 -298.7837573361603 -298.7837550476742 -298.78375581018304 -298.7837565730117 -298.7837573361603 -298.78375123992237 -298.7837550476742 -298.78375123992237 -298.7837550476742 -298.73138499232465 -299.4298370214807 -298.73138499232465 -299.4298370214807
3	-298.33073332936925 -298.33073332937 -298.33073332937073 -298.33073332937147 -298.33073332936925 -298.33073332937 -298.33073332937073 -298.33073332937147 -298.3307333293656 -298.33073332936925 -298.3307333293656 -298.33073332936925 -298.280823221407 -298.9567268200516 -298.280823221407 -298.9567268200516
4	-308.6696248612018 -308.66962486121207 -308.6696248612223 -308.6696248612326 -308.6696248612018 -308.66962486121207 -308.6696248612223 -308.6696248612326 -308.66962486115045 -308.6696248612018 -308.66962486115045 -308.6696248612018 -308.62395273365684 -309.2625083474749 -308.62395273365684 -309.2625083474749
5	-304.5758711527551 -304.5759153191811 -304.57595950405045 -304.5760037073708 -304.5758711527551 -304.5759153191811 -304.57595950405045 -304.5760037073708 -304.57565059700664 -304.5758711527551 -304.57565059700664 -304.5758711527551 -304.53022418566934 -305.20245674514786 -304.53022418566934 -305.20245674514786
6	-308.25236512709904 -308.2523651275528 -308.2523651280067 -308.25236512846084 -308.25236512709904 -308.2523651275528 -308.2523651280067 -308.25236512846084 -308.25236512483326 -308.25236512709904 -308.25236512483326 -308.25236512709904 -308.2013749772891 -308.8865197093225 -308.2013749772891 -308.8865197093225
7	-308.39600878392645 -308.3960133042867 -308.39601782654216 -308.39602235069356 -308.39600878392645 -308.3960133042867 -308.39601782654216 -308.39602235069356 -308.39598621052477 -308.39600878392645 -308.39598621052477 -308.39600878392645 -308.33860960468456 -309.08345964710816 -308.33860960468456 -309.08345964710816
8	-298.57502394712503 -298.5750239472296 -298.57502394733433 -298.5750239474391 -298.57502394712503 -298.5750239472296 -298.57502394733433 -298.5750239474391 -298.5750239466024 -298.57502394712503 -298.5750239466024 -298.57502394712503 -298.5123414268468 -299.2909598053325 -298.5123414268468 -299.2909598053325
9	-306.88115379001675 -306.88115379001675 -306.88115379001675 -306.88115379001675 -306.88115379001675 -306.88115379001675 -306.88115379001675 -306.88115379001675 -306.88115379001675 -306.88115379001675 -306.88115379001675 -306.88115379001675 -306.8284937574982 -307.5277060308243 -306.8284937574982 -307.5277060308243
10	-307.56789662884677 -307.56794977116067 -307.5680029356462 -307.5680561223124 -307.56789662884677 -307.56794977116067 -307.5680029356462 -307.5680561223124 -307.567631249528 -307.56789662884677 -307.567631249528 -307.56789662884677 -307.5017852762402 -308.3499327106255 -307.5017852762402 -308.3499327106255
11	-304.969720751783 -304.9697210435449 -304.96972133542926 -304.969721627436 -304.969720751783 -304.9697210435449 -304.96972133542926 -304.969721627436 -304.969719294807 -304.969720751783 -304.969719294807 -304.969720751783 -304.92384724407754 -305.5649580501364 -304.92384724407754 -305.5649580501364
12	-301.77689314091947 -301.7770008450732 -301.77710859391556 -301.77721638746505 -301.77689314091947 -301.7770008450732 -301.77710859391556 -301.77721638746505 -301.77635528983996 -301.77689314091947 -301.77635528983996 -301.77689314091947 -301.70598720412255 -302.6141068297773 -301.70598720412255 -302.6141068297773
13	-300.5541633311901 -300.55416343773743 -300.55416354432947 -300.55416365096625 -300.5541633311901 -300.55416343773743 -300.55416354432947 -300.55416365096625 -300.5541627991231 -300.5541633311901 -300.5541627991231 -300.5541633311901 -300.49657850910006 -301.2361713879929 -300.49657850910006 -301.2361713879929
14	-299.807977653645 -299.80802739445517 -299.8080771560247 -299.80812693836236 -299.807977653645 -299.80802739445517 -299.8080771560247 -299.80812693836236 -299.8077292606853 -299.807977653645 -299.8077292606853 -299.807977653645 -299.7208113905669 -300.709657777264 -299.7208113905669 -300.709657777264
15	-303.6664267752071 -303.6664267752071 -303.6664267752071 -303.6664267752071 -303.6664267752071 -303.6664267752071 -303.6664267752071 -303.6664267752071 -303.6664267752071 -303.6664267752071 -303.6664267752071 -303.6664267752071 -303.64254180093087 -304.05436648144996 -303.64254180093087 -304.05436648144996
16	-293.67011217079147 -293.67011217079147 -293.67011217079147 -293.67011217079147 -293.67011217079147 -293.67011217079147 -293.67011217079147 -293.67011217079147 -293.67011217079147 -293.67011217079147 -293.67011217079147 -293.67011217079147 -293.6089315962086 -294.376168950524 -293.6089315962086 -294.376168950524
17	-301.63662462432075 -301.63662462432075 -301.63662462432075 -301.63662462432075 -301.63662462432075 -301.63662462432075 -301.63662462432075 -301.63662462432075 -301.63662462432075 -301.63662462432075 -301.63662462432075 -301.63662462432075 -301.59304260428 -302.2125001039017 -301.59304260428 -302.2125001039017
