1	-305.04182457123596 -305.0418790552299 -305.0419335619521 -305.0419880914119 -305.04182457123596 -305.0418790552299 -305.0419335619521 -305.0419880914119 -305.04155249185965 -305.04182457123596 -305.04155249185965 -305.04182457123596 -304.99131317787925 -305.7125994118452 -304.99131317787925 -305.7125994118452
2	-306.573486306598 -306.5734938981631 -306.57350149291005 -306.5735090908401 -306.573486306598 -306.5734938981631 -306.57350149291005 -306.5735090908401 -306.57344839645253 -306.573486306598 -306.57344839645253 -306.573486306598 -306.524777593772 -307.20042590819287 -306.524777593772 -307.20042590819287
3	-301.18957192099253 -301.18957192102295 -301.18957192105336 -301.18957192108377 -301.18957192099253 -301.18957192102295 -301.18957192105336 -301.18957192108377 -301.1895719208407 -301.18957192099253 -301.1895719208407 -301.18957192099253 -301.14110308785195 -301.80450507195496 -301.14110308785195 -301.80450507195496
4	-305.95376652725287 -305.9537737915003 -305.95378105879234 -305.9537883291304 -305.95376652725287 -305.9537737915003 -305.95378105879234 -305.9537883291304 -305.953730251642 -305.95376652725287 -305.953730251642 -305.95376652725287 -305.9048205493053 -306.5822139182893 -305.9048205493053 -306.5822139182893
5	-301.0957425117361 -301.0957425117361 -301.0957425117361 -301.0957425117361 -301.0957425117361 -301.0957425117361 -301.0957425117361 -301.0957425117361 -301.0957425117361 -301.0957425117361 -301.0957425117361 -301.0957425117361 -301.0502890185561 -301.68686847358475 -301.0502890185561 -301.68686847358475
6	-296.12062263836316 -296.12062312760906 -296.12062361706023 -296.1206241067166 -296.12062263836316 -296.12062312760906 -296.12062361706023 -296.1206241067166 -296.12062019520846 -296.12062263836316 -296.12062019520846 -296.12062263836316 -296.0605691762856 -296.8203244501285 -296.0605691762856 -296.8203244501285
7	-297.63773024916765 -297.6377472483456 -297.6377642546416 -297.6377812680586 -297.63773024916765 -297.6377472483456 -297.6377642546416 -297.6377812680586 -297.6376453599439 -297.63773024916765 -297.6376453599439 -297.63773024916765 -297.5668998545081 -298.4246380312207 -297.5668998545081 -298.4246380312207
8	-305.8380822079652 -305.8380822079652 -305.8380822079652 -305.8380822079652 -305.8380822079652 -305.8380822079652 -305.8380822079652 -305.8380822079652 -305.8380822079652 -305.8380822079652 -305.8380822079652 -305.8380822079652 -305.7715071300173 -306.5788282061512 -305.7715071300173 -306.5788282061512
9	-301.5706925659424 -301.57071020270814 -301.57072784685835 -301.5707454983962 -301.5706925659424 -301.57071020270814 -301.57072784685835 -301.5707454983962 -301.5706044927737 -301.5706925659424 -301.5706044927737 -301.5706925659424 -301.54437019291447 -302.00049284912495 -301.54437019291447 -302.00049284912495
10	-290.90023568876927 -290.90023568876927 -290.90023568876927 -290.90023568876927 -290.90023568876927 -290.90023568876927 -290.90023568876927 -290.90023568876927 -290.90023568876927 -290.90023568876927 -290.90023568876927 -290.90023568876927 -290.78481670748164 -291.87423138150376 -290.78481670748164 -291.87423138150376
11	-305.1154877214038 -305.1154877214038 -305.1154877214038 -305.1154877214038 -305.1154877214038 -305.1154877214038 -305.1154877214038 -305.1154877214038 -305.1154877214038 -305.1154877214038 -305.1154877214038 -305.1154877214038 -305.06810027185975 -305.72198839152617 -305.06810027185975 -305.72198839152617
12	-304.42218221545915 -304.42218221546165 -304.42218221546415 -304.4221822154667 -304.42218221545915 -304.42218221546165 -304.42218221546415 -304.4221822154667 -304.4221822154466 -304.42218221545915 -304.4221822154466 -304.42218221545915 -304.37702072075956 -305.0109532515498 -304.37702072075956 -305.0109532515498
13	-294.86348157129044 -294.863499308045 -294.86351705222575 -294.86353480383593 -294.86348157129044 -294.863499308045 -294.86351705222575 -294.86353480383593 -294.8633929988041 -294.86348157129044 -294.8633929988041 -294.86348157129044 -294.78762309587995 -295.68040173644795 -294.78762309587995 -295.68040173644795
14	-306.6318217788803 -306.6318217788803 -306.6318217788803 -306.6318217788803 -306.6318217788803 -306.6318217788803 -306.6318217788803 -306.6318217788803 -306.6318217788803 -306.6318217788803 -306.6318217788803 -306.6318217788803 -306.58382117460644 -307.243117841268 -306.58382117460644 -307.243117841268
15	-304.06138161210663 -304.06138161210663 -304.06138161210663 -304.06138161210663 -304.06138161210663 -304.06138161210663 -304.06138161210663 -304.06138161210663 -304.06138161210663 -304.06138161210663 -304.06138161210663 -304.06138161210663 -304.00754990695725 -304.7164836903402 -304.00754990695725 -304.7164836903402
16	-304.1424025926985 -304.1424025927016 -304.14240259270474 -304.1424025927079 -304.1424025926985 -304.1424025927016 -304.14240259270474 -304.1424025927079 -304.14240259268286 -304.1424025926985 -304.14240259268286 -304.1424025926985 -304.0956884497494 -304.74359398191865 -304.0956884497494 -304.74359398191865
17	-300.2317321044855 -300.2317326519224 -300.2317331995888 -300.23173374748495 -300.2317321044855 -300.2317326519224 -300.2317331995888 -300.23173374748495 -300.231729370742 -300.2317321044855 -300.231729370742 -300.2317321044855 -300.1627340679314 -300.98867725712165 -300.1627340679314 -300.98867725712165
18	-306.49760697072173 -306.49760697072173 -306.49760697072173 -306.49760697072173 -306.49760697072173 -306.49760697072173 -306.49760697072173 -306.49760697072173 -306.49760697072173 -306.49760697072173 -306.49760697072173 -306.49760697072173 -306.44088504491606 -307.1732855904191 -306.44088504491606 -307.1732855904191
19	-300.07777175276505 -300.077787099909 -300.0778024534803 -300.07781781348154 -300.07777175276505 -300.077787099909 -300.0778024534803 -300.07781781348154 -300.07769511336136 -300.07777175276505 -300.07769511336136 -300.07777175276505 -300.01762169419095 -300.7949920180349 -300.01762169419095 -300.7949920180349
20	-303.41899678752054 -303.4190028933416 -303.41900900172203 -303.41901511266303 -303.41899678752054 -303.4190028933416 -303.41900900172203 -303.41901511266303 -303.4189662967699 -303.41899678752054 -303.4189662967699 -303.41899678752054 -303.37094721157905 -304.0392554828601 -303.37094721157905 -304.0392554828601
21	-306.0904686179426 -306.0904713808696 -306.09047414495524 -306.09047691019987 -306.0904686179426 -306.0904713808696 -306.09047414495524 -306.09047691019987 -306.0904548206689 -306.0904686179426 -306.0904548206689 -306.0904686179426 -306.049409602148 -306.649682792203 -306.049409602148 -306.649682792203
22	-304.6833344592797 -304.68333445927976 -304.6833344592798 -304.68333445927993 -304.6833344592797 -304.68333445927976 -304.6833344592798 -304.68333445927993 -304.6833344592794 -304.6833344592797 -304.6833344592794 -304.6833344592797 -304.63103174860163 -305.3272547201701 -304.63103174860163 -305.3272547201701
23	-304.8849731287682 -304.8849855340818 -304.88499794459227 -304.8850103603017 -304.8849731287682 -304.8849855340818 -304.88499794459227 -304.8850103603017 -304.8849111800766 -304.8849731287682 -304.8849111800766 -304.8849731287682 -304.83330536592604 -305.5390287523495 -304.83330536592604 -305.5390287523495
24	-303.3263454188303 -303.3263864228217 -303.32642744394127 -303.3264684821961 -303.3263454188303 -303.3263864228217 -303.32642744394127 -303.3264684821961 -303.3261406555468 -303.3263454188303 -303.3261406555468 -303.3263454188303 -303.24013580362043 -304.2172554008363 -303.24013580362043 -304.2172554008363
25	-299.4807065836388 -299.48072836881005 -299.4807501630989 -299.4807719665093 -299.4807065836388 -299.48072836881005 -299.4807501630989 -299.4807719665093 -299.48059779441445 -299.4807065836388 -299.48059779441445 -299.4807065836388 -299.4337679122832 -300.10525017761023 -299.4337679122832 -300.10525017761023
26	-305.3415842748305 -305.3415842748305 -305.3415842748305 -305.3415842748305 -305.3415842748305 -305.3415842748305 -305.3415842748305 -305.3415842748305 -305.3415842748305 -305.3415842748305 -305.3415842748305 -305.3415842748305 -305.2966438426091 -305.92856645882875 -305.2966438426091 -305.92856645882875
27	-302.0338948910204 -302.0338948910241 -302.0338948910279 -302.0338948910316 -302.0338948910204 -302.0338948910241 -302.0338948910279 -302.0338948910316 -302.0338948910017 -302.0338948910204 -302.0338948910017 -302.0338948910204 -301.9784975033293 -302.7002329426121 -301.9784975033293 -302.7002329426121
28	-307.94155539088325 -307.94155562814274 -307.94155586550164 -307.94155610296013 -307.94155539088325 -307.94155562814274 -307.94155586550164 -307.94155610296013 -307.9415542060774 -307.94155539088325 -307.9415542060774 -307.94155539088325 -307.8720364180844 -308.70098821132285 -307.8720364180844 -308.70098821132285
29	-306.0214823868208 -306.0214823868208 -306.0214823868208 -306.0214823868208 -306.0214823868208 -306.0214823868208 -306.0214823868208 -306.0214823868208 -306.0214823868208 -306.0214823868208 -306.0214823868208 -306.0214823868208 -305.95636145157107 -306.7530906362009 -305.95636145157107 -306.7530906362009
30	-299.27680719279596 -299.2768074099853 -299.27680762726567 -299.2768078446372 -299.27680719279596 -299.2768074099853 -299.27680762726567 -299.2768078446372 -299.2768061082146 -299.27680719279596 -299.2768061082146 -299.27680719279596 -299.2357370931422 -299.83218005977784 -299.2357370931422 -299.83218005977784
31	-311.96588573083983 -311.96588573083983 -311.96588573083983 -311.96588573083983 -311.96588573083983 -311.96588573083983 -311.96588573083983 -311.96588573083983 -311.96588573083983 -311.96588573083983 -311.96588573083983 -311.96588573083983 -311.9343476774538 -312.43362594855273 -311.9343476774538 -312.43362594855273
32	-304.97744489262476 -304.9774925022135 -304.9775401316766 -304.9775877810221 -304.97744489262476 -304.9774925022135 -304.9775401316766 -304.9775877810221 -304.977207142506 -304.97744489262476 -304.977207142506 -304.97744489262476 -304.92419787445954 -305.666148778204 -304.92419787445954 -305.666148778204
33	-307.8859622214709 -307.8859622214709 -307.8859622214709 -307.8859622214709 -307.8859622214709 -307.8859622214709 -307.8859622214709 -307.8859622214709 -307.8859622214709 -307.8859622214709 -307.8859622214709 -307.8859622214709 -307.83900224333496 -308.4890974092005 -307.83900224333496 -308.4890974092005
34	-302.71978287200506 -302.7197828720845 -302.719782872164 -302.71978287224346 -302.71978287200506 -302.7197828720845 -302.719782872164 -302.71978287224346 -302.7197828716084 -302.71978287200506 -302.7197828716084 -302.71978287200506 -302.6470039810158 -303.4978429729047 -302.6470039810158 -303.4978429729047
35	-301.1067418006397 -301.10674180071385 -301.10674180078803 -301.10674180086215 -301.1067418006397 -301.10674180071385 -301.10674180078803 -301.10674180086215 -301.1067418002697 -301.1067418006397 -301.1067418002697 -301.1067418006397 -301.06738165994386 -301.646783008069 -301.06738165994386 -301.646783008069
36	-300.1590711907809 -300.1590750815861 -300.1590789740227 -300.1590828680913 -300.1590711907809 -300.1590750815861 -300.1590789740227 -300.1590828680913 -300.1590517612005 -300.1590711907809 -300.1590517612005 -300.1590711907809 -300.11576890181993 -300.7385767953507 -300.11576890181993 -300.7385767953507
37	-307.490663753912 -307.490663753912 -307.490663753912 -307.490663753912 -307.490663753912 -307.490663753912 -307.490663753912 -307.490663753912 -307.490663753912 -307.490663753912 -307.490663753912 -307.490663753912 -307.4372756137282 -308.14254350541427 -307.4372756137282 -308.14254350541427
38	-305.51374808089133 -305.51374808089133 -305.51374808089133 -305.51374808089133 -305.51374808089133 -305.51374808089133 -305.51374808089133 -305.51374808089133 -305.51374808089133 -305.51374808089133 -305.51374808089133 -305.51374808089133 -305.4521039580815 -306.22287220759875 -305.4521039580815 -306.22287220759875
39	-303.5009607881226 -303.5009607881234 -303.50096078812425 -303.50096078812504 -303.5009607881226 -303.5009607881234 -303.50096078812425 -303.50096078812504 -303.50096078811845 -303.5009607881226 -303.50096078811845 -303.5009607881226 -303.4263307665881 -304.2896519155417 -303.4263307665881 -304.2896519155417
40	-306.3072311907382 -306.3072312437259 -306.3072312967357 -306.3072313497679 -306.3072311907382 -306.3072312437259 -306.3072312967357 -306.3072313497679 -306.307230926133 -306.3072311907382 -306.307230926133 -306.3072311907382 -306.2607619443862 -306.9066552057074 -306.2607619443862 -306.9066552057074
41	-304.4123458999877 -304.4123459081393 -304.41234591629427 -304.41234592445267 -304.4123458999877 -304.4123459081393 -304.41234591629427 -304.41234592445267 -304.41234585928123 -304.4123458999877 -304.41234585928123 -304.4123458999877 -304.3635698467405 -305.02968828344433 -304.3635698467405 -305.02968828344433
42	-296.66237363716095 -296.66237363929844 -296.6623736414368 -296.6623736435761 -296.66237363716095 -296.66237363929844 -296.6623736414368 -296.6623736435761 -296.662373626487 -296.66237363716095 -296.662373626487 -296.66237363716095 -296.6089815505598 -297.3142930121435 -296.6089815505598 -297.3142930121435
43	-303.4709066976669 -303.47090669857437 -303.47090669948216 -303.47090670039034 -303.4709066976669 -303.47090669857437 -303.47090669948216 -303.47090670039034 -303.4709066931355 -303.4709066976669 -303.4709066931355 -303.4709066976669 -303.4195186236958 -304.10804187283867 -303.4195186236958 -304.10804187283867
44	-310.54539586519337 -310.5454202939066 -310.5454447328411 -310.5454691820012 -310.54539586519337 -310.5454202939066 -310.5454447328411 -310.5454691820012 -310.5452738747984 -310.54539586519337 -310.5452738747984 -310.54539586519337 -310.4883985057527 -311.2478172999831 -310.4883985057527 -311.2478172999831
45	-312.4278816917732 -312.4278816917732 -312.4278816917732 -312.4278816917732 -312.4278816917732 -312.4278816917732 -312.4278816917732 -312.4278816917732 -312.4278816917732 -312.4278816917732 -312.4278816917732 -312.4278816917732 -312.3820650875804 -313.02192368664026 -312.3820650875804 -313.02192368664026
46	-309.5092645616914 -309.50926456183885 -309.5092645619863 -309.5092645621338 -309.5092645616914 -309.50926456183885 -309.5092645619863 -309.5092645621338 -309.5092645609554 -309.5092645616914 -309.5092645609554 -309.5092645616914 -309.4643793178925 -310.09580037104354 -309.4643793178925 -310.09580037104354
47	-301.63166773204847 -301.63166773204847 -301.63166773204847 -301.63166773204847 -301.63166773204847 -301.63166773204847 -301.63166773204847 -301.63166773204847 -301.63166773204847 -301.63166773204847 -301.63166773204847 -301.63166773204847 -301.57256783601713 -302.3237481696086 -301.57256783601713 -302.3237481696086
48	-306.7603952195288 -306.7604725950703 -306.760550002815 -306.7606274427761 -306.7603952195288 -306.7604725950703 -306.760550002815 -306.7606274427761 -306.76000882440417 -306.7603952195288 -306.76000882440417 -306.7603952195288 -306.70370648743756 -307.48793971832947 -306.70370648743756 -307.48793971832947
49	-307.10306190497056 -307.1030930730904 -307.1031242542426 -307.10315544843263 -307.10306190497056 -307.1030930730904 -307.1031242542426 -307.10315544843263 -307.1029062596674 -307.10306190497056 -307.1029062596674 -307.10306190497056 -307.0431207293016 -307.8306978296118 -307.0431207293016 -307.8306978296118
50	-305.26398170858266 -305.2640821980659 -305.2641827292748 -305.26428330222643 -305.26398170858266 -305.2640821980659 -305.2641827292748 -305.26428330222643 -305.2634798864505 -305.26398170858266 -305.2634798864505 -305.26398170858266 -305.1672142416249 -306.2413126078261 -305.1672142416249 -306.2413126078261
51	-305.48306359924317 -305.4830893984417 -305.48311520843345 -305.4831410292231 -305.48306359924317 -305.4830893984417 -305.48311520843345 -305.4831410292231 -305.48293476499254 -305.48306359924317 -305.48293476499254 -305.48306359924317 -305.43656324380504 -306.10669825805536 -305.43656324380504 -306.10669825805536
52	-310.3900870438904 -310.39009248210846 -310.39009792260634 -310.390103365385 -310.3900870438904 -310.39009248210846 -310.39009792260634 -310.390103365385 -310.39005988696283 -310.3900870438904 -310.39005988696283 -310.3900870438904 -310.351853981934 -310.9276785723002 -310.351853981934 -310.9276785723002
53	-312.2524196497621 -312.25242762846415 -312.25243561051013 -312.2524435959014 -312.2524196497621 -312.25242762846415 -312.25243561051013 -312.2524435959014 -312.25237980636166 -312.2524196497621 -312.25237980636166 -312.2524196497621 -312.19975887517074 -312.9097056611349 -312.19975887517074 -312.9097056611349
54	-308.2684601588101 -308.2684601588101 -308.2684601588101 -308.2684601588101 -308.2684601588101 -308.2684601588101 -308.2684601588101 -308.2684601588101 -308.2684601588101 -308.2684601588101 -308.2684601588101 -308.2684601588101 -308.22824526992594 -308.81592272646276 -308.22824526992594 -308.81592272646276
55	-308.3808757287081 -308.38087587504884 -308.380876021451 -308.38087616791455 -308.3808757287081 -308.38087587504884 -308.380876021451 -308.38087616791455 -308.3808749979241 -308.3808757287081 -308.3808749979241 -308.3808757287081 -308.3323751199814 -308.9964715891532 -308.3323751199814 -308.9964715891532
56	-308.0437794709259 -308.0437795667186 -308.0437796625515 -308.04377975842453 -308.0437794709259 -308.0437795667186 -308.0437796625515 -308.04377975842453 -308.0437789925645 -308.0437794709259 -308.0437789925645 -308.0437794709259 -307.99154612793467 -308.68748062994246 -307.99154612793467 -308.68748062994246
57	-306.39276789707117 -306.3927932604149 -306.3928186343701 -306.3928440189411 -306.39276789707117 -306.3927932604149 -306.3928186343701 -306.3928440189411 -306.3926412393688 -306.39276789707117 -306.3926412393688 -306.39276789707117 -306.33870507227624 -307.0746052555971 -306.33870507227624 -307.0746052555971
58	-311.2448279246425 -311.2448333898053 -311.2448388572591 -311.24484432700496 -311.2448279246425 -311.2448333898053 -311.2448388572591 -311.24484432700496 -311.24480063316093 -311.2448279246425 -311.24480063316093 -311.2448279246425 -311.1982926477416 -311.8524323503096 -311.1982926477416 -311.8524323503096
59	-306.9043920370606 -306.90439655121065 -306.90440106725333 -306.9044055851893 -306.9043920370606 -306.90439655121065 -306.90440106725333 -306.9044055851893 -306.9043694946709 -306.9043920370606 -306.9043694946709 -306.9043920370606 -306.8629715922083 -307.4687774915969 -306.8629715922083 -307.4687774915969
60	-305.39672866178773 -305.3967342275597 -305.3967397956649 -305.39674536610426 -305.39672866178773 -305.3967342275597 -305.3967397956649 -305.39674536610426 -305.3967008678918 -305.39672866178773 -305.3967008678918 -305.39672866178773 -305.36761913062736 -305.84735505263916 -305.36761913062736 -305.84735505263916
61	-305.06371875859327 -305.0637226798081 -305.06372660266703 -305.0637305271707 -305.06371875859327 -305.0637226798081 -305.06372660266703 -305.0637305271707 -305.06369917715585 -305.06371875859327 -305.06369917715585 -305.06371875859327 -305.00903132805007 -305.7312416987993 -305.00903132805007 -305.7312416987993
62	-296.40835289868903 -296.40835289868903 -296.40835289868903 -296.40835289868903 -296.40835289868903 -296.40835289868903 -296.40835289868903 -296.40835289868903 -296.40835289868903 -296.40835289868903 -296.40835289868903 -296.40835289868903 -296.3619768575975 -297.0068608123202 -296.3619768575975 -297.0068608123202
63	-295.02864905509057 -295.02864905509057 -295.02864905509057 -295.02864905509057 -295.02864905509057 -295.02864905509057 -295.02864905509057 -295.02864905509057 -295.02864905509057 -295.02864905509057 -295.02864905509057 -295.02864905509057 -294.9964857308321 -295.5024821995631 -294.9964857308321 -295.5024821995631
64	-303.91475362678193 -303.91475362678193 -303.91475362678193 -303.91475362678193 -303.91475362678193 -303.91475362678193 -303.91475362678193 -303.91475362678193 -303.91475362678193 -303.91475362678193 -303.91475362678193 -303.91475362678193 -303.8453370992098 -304.6729191698785 -303.8453370992098 -304.6729191698785
65	-300.92939500486784 -300.9294211298836 -300.9294472658287 -300.9294734127075 -300.92939500486784 -300.9294211298836 -300.9294472658287 -300.9294734127075 -300.929264543568 -300.92939500486784 -300.929264543568 -300.92939500486784 -300.8855840630779 -301.53100445335923 -300.8855840630779 -301.53100445335923
66	-306.80152972729013 -306.8015341332028 -306.8015385409627 -306.8015429505706 -306.80152972729013 -306.8015341332028 -306.8015385409627 -306.8015429505706 -306.80150772540765 -306.80152972729013 -306.80150772540765 -306.80152972729013 -306.7565868211311 -307.3951217256332 -306.7565868211311 -307.3951217256332
