1	-304.4510996302853 -304.4517988928165 -304.4524984281292 -304.4531982363219 -304.4510996302853 -304.4517988928165 -304.4524984281292 -304.4531982363219 -304.4476074059101 -304.4510996302853 -304.4476074059101 -304.4510996302853 -303.9337103306911 -304.4693343475604 -303.9337103306911 -304.4693343475604
2	-302.1208931545963 -302.12089503902837 -302.1208969242507 -302.1208988102636 -302.1208931545963 -302.12089503902837 -302.1208969242507 -302.1208988102636 -302.12088374427816 -302.1208931545963 -302.12088374427816 -302.1208931545963 -301.62084629966176 -301.62572391854167 -301.62084629966176 -301.62572391854167
3	-305.78296506839865 -305.7831709383333 -305.7833768928396 -305.7835829319517 -305.78296506839865 -305.7831709383333 -305.7833768928396 -305.7835829319517 -305.7819369861116 -305.78296506839865 -305.7819369861116 -305.78296506839865 -305.27784821005906 -305.50097221956634 -305.27784821005906 -305.50097221956634
4	-297.845530259998 -297.854932612839 -297.86433520128264 -297.87373802524206 -297.845530259998 -297.854932612839 -297.86433520128264 -297.87373802524206 -297.7985220328793 -297.845530259998 -297.7985220328793 -297.845530259998 -297.1105482648209 -297.5983598735396 -297.1105482648209 -297.5983598735396
5	-301.5153497079673 -301.524533672976 -301.5337179522105 -301.5429025455605 -301.5153497079673 -301.524533672976 -301.5337179522105 -301.5429025455605 -301.4694346001712 -301.5153497079673 -301.4694346001712 -301.5153497079673 -300.78585302924125 -301.38678788643284 -300.78585302924125 -301.38678788643284
6	-303.3148523733973 -303.3242983789568 -303.333744603924 -303.3431910482169 -303.3148523733973 -303.3242983789568 -303.333744603924 -303.3431910482169 -303.26762563957817 -303.3148523733973 -303.26762563957817 -303.3148523733973 -302.5787737816889 -303.0418256844597 -302.5787737816889 -303.0418256844597
7	-302.99828413700345 -303.0075516775921 -303.01681950279027 -303.026087612496 -302.99828413700345 -303.0075516775921 -303.01681950279027 -303.026087612496 -302.95195070676914 -302.99828413700345 -302.95195070676914 -302.99828413700345 -302.26668841889864 -302.826260882442 -302.26668841889864 -302.826260882442
8	-297.41982660150046 -297.42944256448845 -297.4390586823084 -297.4486749549005 -297.41982660150046 -297.42944256448845 -297.4390586823084 -297.4486749549005 -297.37174911113993 -297.41982660150046 -297.37174911113993 -297.41982660150046 -296.6794780229459 -297.0373186122 -296.6794780229459 -297.0373186122
9	-305.8057099816418 -305.81493556514397 -305.824161448197 -305.83338763069463 -305.8057099816418 -305.81493556514397 -305.824161448197 -305.83338763069463 -305.75958656111004 -305.8057099816418 -305.75958656111004 -305.8057099816418 -305.07560737901537 -305.66960849554647 -305.07560737901537 -305.66960849554647
10	-303.3883811569513 -303.39743208266776 -303.4064833685467 -303.41553501446566 -303.3883811569513 -303.39743208266776 -303.4064833685467 -303.41553501446566 -303.3431319350903 -303.3883811569513 -303.3431319350903 -303.3883811569513 -302.66234501343376 -303.32973660202236 -302.66234501343376 -303.32973660202236
11	-303.9741220718079 -303.98369535565337 -303.9932688107744 -304.00284243710547 -303.9741220718079 -303.98369535565337 -303.9932688107744 -304.00284243710547 -303.926258224017 -303.9741220718079 -303.926258224017 -303.9741220718079 -303.2348458328676 -303.6205930194088 -303.2348458328676 -303.6205930194088
12	-298.92840214245575 -298.93735526890407 -298.9463087883373 -298.95526270062527 -298.92840214245575 -298.93735526890407 -298.9463087883373 -298.95526270062527 -298.88364240955116 -298.92840214245575 -298.88364240955116 -298.92840214245575 -298.20486263590664 -298.9159794204242 -298.20486263590664 -298.9159794204242
13	-297.5134079224056 -297.5149020674073 -297.5163967454414 -297.5178919566646 -297.5134079224056 -297.5149020674073 -297.5163967454414 -297.5178919566646 -297.5059451873979 -297.5134079224056 -297.5059451873979 -297.5134079224056 -296.97622707489427 -297.83998062170025 -296.97622707489427 -297.83998062170025
14	-304.98422108271564 -304.98422108271814 -304.9842210827207 -304.98422108272314 -304.98422108271564 -304.98422108271814 -304.9842210827207 -304.98422108272314 -304.9842210827031 -304.98422108271564 -304.9842210827031 -304.98422108271564 -304.54433968575734 -305.31200347292616 -304.54433968575734 -305.31200347292616
15	-305.38526688796145 -305.3858822784105 -305.3864979110884 -305.3871137860841 -305.38526688796145 -305.3858822784105 -305.3864979110884 -305.3871137860841 -305.38219356603236 -305.38526688796145 -305.38219356603236 -305.38526688796145 -304.8699605910864 -305.3608390585828 -304.8699605910864 -305.3608390585828
16	-301.67329196539123 -301.6732923814527 -301.6732927976887 -301.67329321409926 -301.67329196539123 -301.6732923814527 -301.6732927976887 -301.67329321409926 -301.67328988769884 -301.67329196539123 -301.67328988769884 -301.67329196539123 -301.17328162035614 -301.17461227223436 -301.17328162035614 -301.17461227223436
