1	-299.50435840785815 -299.5043641163264 -299.50436982718776 -299.50437554044305 -299.50435840785815 -299.5043641163264 -299.50436982718776 -299.50437554044305 -299.5043299013764 -299.50435840785815 -299.5043299013764 -299.50435840785815 -299.45010431008893 -300.17087362986973 -299.45010431008893 -300.17087362986973
2	-301.514842141374 -301.51484214642966 -301.5148421514874 -301.5148421565473 -301.514842141374 -301.51484214642966 -301.5148421514874 -301.5148421565473 -301.5148421161275 -301.514842141374 -301.5148421161275 -301.514842141374 -301.4314818820167 -302.3507985010673 -301.4314818820167 -302.3507985010673
3	-300.6446319473759 -300.6446330487151 -300.64463415051614 -300.6446352527793 -300.6446319473759 -300.6446330487151 -300.64463415051614 -300.6446352527793 -300.64462644760164 -300.6446319473759 -300.64462644760164 -300.6446319473759 -300.59230612865747 -301.290971082727 -300.59230612865747 -301.290971082727
4	-302.9562536631458 -302.95629844205075 -302.9563432396537 -302.95638805596224 -302.9562536631458 -302.95629844205075 -302.9563432396537 -302.95638805596224 -302.9560300488182 -302.9562536631458 -302.9560300488182 -302.9562536631458 -302.89642939276905 -303.69130541005296 -302.89642939276905 -303.69130541005296
5	-302.0163527458805 -302.0163527498508 -302.0163527538228 -302.01635275779637 -302.0163527458805 -302.0163527498508 -302.0163527538228 -302.01635275779637 -302.0163527260539 -302.0163527458805 -302.0163527260539 -302.0163527458805 -301.97067999549165 -302.60925971237083 -301.97067999549165 -302.60925971237083
6	-306.2838582001006 -306.28385821113636 -306.28385822217666 -306.2838582332216 -306.2838582001006 -306.28385821113636 -306.28385822217666 -306.2838582332216 -306.2838581449915 -306.2838582001006 -306.2838581449915 -306.2838582001006 -306.25004983494307 -306.77349109539716 -306.25004983494307 -306.77349109539716
7	-308.6823822809071 -308.6823987201141 -308.68241516620503 -308.6824316191828 -308.6823822809071 -308.6823987201141 -308.68241516620503 -308.6824316191828 -308.68230018803035 -308.6823822809071 -308.68230018803035 -308.6823822809071 -308.63719966914965 -309.28884648703166 -308.63719966914965 -309.28884648703166
8	-305.26740331702877 -305.26740421215055 -305.2674051076478 -305.2674060035206 -305.26740331702877 -305.26740421215055 -305.2674051076478 -305.2674060035206 -305.26739884704546 -305.26740331702877 -305.26739884704546 -305.26740331702877 -305.21746819037907 -305.89547323926894 -305.21746819037907 -305.89547323926894
9	-305.66475660963283 -305.66475675085576 -305.664756892138 -305.6647570334794 -305.66475660963283 -305.66475675085576 -305.664756892138 -305.6647570334794 -305.6647559044057 -305.66475660963283 -305.6647559044057 -305.66475660963283 -305.60519938152316 -306.3603512048455 -305.60519938152316 -306.3603512048455
10	-305.16028626880797 -305.16028626880797 -305.16028626880797 -305.16028626880797 -305.16028626880797 -305.16028626880797 -305.16028626880797 -305.16028626880797 -305.16028626880797 -305.16028626880797 -305.16028626880797 -305.16028626880797 -305.1247095197007 -305.6663855871378 -305.1247095197007 -305.6663855871378
11	-304.8837776989301 -304.8837828019042 -304.8837879070177 -304.8837930142713 -304.8837776989301 -304.8837828019042 -304.8837879070177 -304.8837930142713 -304.8837522161175 -304.8837776989301 -304.8837522161175 -304.8837776989301 -304.8363430344329 -305.4981092777416 -304.8363430344329 -305.4981092777416
12	-305.2623682393363 -305.2623682393363 -305.2623682393363 -305.2623682393363 -305.2623682393363 -305.2623682393363 -305.2623682393363 -305.2623682393363 -305.2623682393363 -305.2623682393363 -305.2623682393363 -305.2623682393363 -305.1995867997226 -305.97894786079263 -305.1995867997226 -305.97894786079263
13	-298.0657216934633 -298.06572821918 -298.0657347476322 -298.0657412788208 -298.0657216934633 -298.06572821918 -298.0657347476322 -298.0657412788208 -298.06568910586975 -298.0657216934633 -298.06568910586975 -298.0657216934633 -298.0200867428768 -298.6672303519559 -298.0200867428768 -298.6672303519559
14	-299.0495030769993 -299.04950957001927 -299.0495160657608 -299.0495225642252 -299.0495030769993 -299.04950957001927 -299.0495160657608 -299.0495225642252 -299.04947065268493 -299.0495030769993 -299.04947065268493 -299.0495030769993 -298.9696467472902 -299.8770057811703 -298.9696467472902 -299.8770057811703
15	-309.82106041154265 -309.8210925705337 -309.82112474297026 -309.8211569288577 -309.82106041154265 -309.8210925705337 -309.82112474297026 -309.8211569288577 -309.82089981807167 -309.82106041154265 -309.82089981807167 -309.82106041154265 -309.7623680701362 -310.54066364857437 -309.7623680701362 -310.54066364857437
16	-303.9015499328739 -303.9015605796744 -303.9015712309359 -303.90158188666015 -303.9015499328739 -303.9015605796744 -303.9015712309359 -303.90158188666015 -303.90149676572014 -303.9015499328739 -303.90149676572014 -303.9015499328739 -303.85098912252664 -304.54565880316665 -303.85098912252664 -304.54565880316665
